"sid","Name","HasLaterality"
"6131","Replacement of Mulligan hood of fallopian tube ",NULL
"6132","Implantation of Mulligan hood on fallopian tube ",NULL
"6133","Removal of Mulligan hood from fallopian tube ",NULL
"6134","Hook ablation of posterior urethral valve ",NULL
"6135","Hop RAST ",NULL
"6136","Hope instillation ",NULL
"6137","Counseling about level of hope ",NULL
"6138","Hordeolum removal ",NULL
"6139","Billroth I partial gastrectomy - Horsley modification ",NULL
"6140","Incision of hordeolum ",NULL
"6141","Drainage of hordeolum ",NULL
"6142","Hormone measurement ",NULL
"6143","Hormone therapy ",NULL
"6144","Injection of hormone ",NULL
"6145","Administration of hormone ",NULL
"6146","Hormone manipulation ",NULL
"6147","Education about hospitalization ",NULL
"6148","Referral to hospice ",NULL
"6149","Admission to hospice ",NULL
"6150","Application of elastic hosiery ",NULL
"6151","Application of support hose ",NULL
"6152","Management of health status after discharge from hospital ",NULL
"6153","Hospice care assessment ",NULL
"6154","Routine admission to hospice ",NULL
"6155","Referral to hospital ",NULL
"6156","Discharge from hospice ",NULL
"6157","Hot biopsy ",NULL
"6158","Application of hot wax ",NULL
"6159","Application of hot water bottle ",NULL
"6160","Hot mud treatment ",NULL
"6161","Drainage of subungual hematoma with hot wire ",NULL
"6162","Hot dental pulp vitality test ",NULL
"6163","Hot rocks treatment ",NULL
"6164","Homemaking case management ",NULL
"6165","In-house ultrasound ",NULL
"6166","Housing assessment ",NULL
"6167","Domestic tasks therapy ",NULL
"6168","In-house counseling ",NULL
"6169","Homemaking education, guidance, and counseling ",NULL
"6170","In-house services ",NULL
"6171","In-house ENT ",NULL
"6172","In-house dermatology ",NULL
"6173","Referral to housing service ",NULL
"6174","Health history taking education ",NULL
"6175","Functional activity education ",NULL
"6176","Education about how to use patient-centered action plan ",NULL
"6177","Human placental lactogen measurement ",NULL
"6178","Transplantation of autologous progenitor cell ",NULL
"6179","High performance liquid chromatography measurement ",NULL
"6180","Analysis using denaturing HPLC ",NULL
"6181","Assessment using HPNT (Hundred Pictures Naming Test) ",NULL
"6182","CyA HPLC equivalent level ",NULL
"6183","Quantitative measurement of hemoglobin F relative to total hemoglobin in serum or plasma by HPLC ",NULL
"6184","Bacteria per high power field ",NULL
"6185","Human papillomavirus typing ",NULL
"6186","Human papillomavirus DNA detection ",NULL
"6187","Administration of viral vaccine ",NULL
"6188","Human papilloma virus screening ",NULL
"6189","High resolution CT of lungs ",NULL
"6190","Mental health HRGs ",NULL
"6191","Measurement of urine volume over 6 hours ",NULL
"6192","Early intervention in psychosis HRGs ",NULL
"6193","Perinatal mental health care HRGs ",NULL
"6194","Mental health residential care HRGs ",NULL
"6195","Assessment using Gastroesophageal Reflux Disease-Health Related Quality of Life questionnaire ",NULL
"6196","Mental health crisis resolution HRGs ",NULL
"6197","24 hour urine vanillylmandelic acid output measurement ",NULL
"6198","Care for mentally disordered offenders HRGs ",NULL
"6199","Hormone replacement therapy ",NULL
"6200","Hormone implant replacement therapy ",NULL
"6201","Hysterosalpingography ",NULL
"6202","Fluoroscopic hysterosalpingography ",NULL
"6203","HSV IgM level ",NULL
"6204","Homozygous T-cell test ",NULL
"6205","Osteotomy of proximal tibia ",NULL
"6206","Sperm evaluation by cervical mucus penetration test ",NULL
"6207","Opposition transfer to thumb using abductor digiti minimi ",NULL
"6208","Hu antibody measurement ",NULL
"6209","Humidified oxygen therapy ",NULL
"6210","Humphrey perimeter plot ",NULL
"6211","Hutch operation, ureteroneocystostomy ",NULL
"6212","Manipulation of the humeroulnar joint - non-surgical ",NULL
"6213","CT of bilateral humeri ",NULL
"6214","Division of humerus ",NULL
"6215","Humor facilitation ",NULL
"6216","MRI of bilateral humeri ",NULL
"6217","Huntington disease gene mutation carrier detection test ",NULL
"6218","Evaluation and management of patient at home ",NULL
"6219","Osteopathic manipulation, high velocity, low amplitude forces ",NULL
"6220","Measurement of homovanillic acid in urine ",NULL
"6221","Taking high vaginal swab ",NULL
"6222","Operation on gravid uterus ",NULL
"6223","Uteropexy ",NULL
"6224","Hymenectomy ",NULL
"6225","Hysterogram ",NULL
"6226","Hysterolysis ",NULL
"6227","Hysterectomy ",NULL
"6228","Hysteroscopy ",NULL
"6229","Hydrocelectomy ",NULL
"6230","Hypophysectomy ",NULL
"6231","Hypotympanotomy ",NULL
"6232","Repair of hymen ",NULL
"6233","Hyaluronate measurement ",NULL
"6234","Anti-hyaluronidase assay ",NULL
"6235","Therapeutic injection of hyaluronic acid ",NULL
"6236","Measurement of streptococcal hyaluronidase antibody ",NULL
"6237","Incisional discission of anterior hyaloid ",NULL
"6238","Incisional discission of secondary membranous cataract and anterior hyaloid ",NULL
"6239","Antistreptococcal hyaluronidase titer ",NULL
"6240","Cell hybridization ",NULL
"6241","DNA hybridization assay ",NULL
"6242","Fluorescence in situ hybridization ",NULL
"6243","Nucleic acid hybridization procedure ",NULL
"6244","DNA hybridization with autoradiography ",NULL
"6245","Revision of hybrid knee replacement ",NULL
"6246","Primary hybrid total replacement of hip joint ",NULL
"6247","Prosthetic hybrid total replacement of hip joint ",NULL
"6248","HYCOSY - Hysterosalpingo contrast sonography ",NULL
"6249","Hydrastine measurement ",NULL
"6250","Hydroxytriazolam measurement ",NULL
"6251","Hydroxycobalamin measurement ",NULL
"6252","Hydroxycalcidiol measurement ",NULL
"6253","Hydroxybupropion measurement ",NULL
"6254","Hydroxydecanedioate measurement ",NULL
"6255","Hydroxyitraconazole measurement ",NULL
"6256","Hydroxyethylflurazepam measurement ",NULL
"6257","Hydroxymethoxyphenamine measurement ",NULL
"6258","Hyfrecation of skin lesion ",NULL
"6259","Hygiene education ",NULL
"6260","Bronchial hygiene ",NULL
"6261","Promotion of hygiene ",NULL
"6262","Education about hand hygiene ",NULL
"6263","Breast hygiene education ",NULL
"6264","Excision of cystic hygroma ",NULL
"6265","Therapeutic aspiration of hygroma ",NULL
"6266","Injection of cystic hygroma ",NULL
"6267","Cystic hygroma incision ",NULL
"6268","Operation on cystic hygroma ",NULL
"6269","Excision of hymeno-urethral fusion ",NULL
"6270","Procedure on hymen ",NULL
"6271","Operation on hymen ",NULL
"6272","Hymenoptera immunotherapy ",NULL
"6273","Stretching of hymen ",NULL
"6274","Excision of hymenal tag ",NULL
"6275","Plastic operation on palatopharyngeal sphincter with reconstruction using pharyngeal flap ",NULL
"6276","Anderson-Hynes pyeloplasty ",NULL
"6277","Hyoscyamine measurement ",NULL
"6278","Reduction of open hyoid fracture ",NULL
"6279","Open reduction of open hyoid fracture ",NULL
"6280","Hyoid bone suspension ",NULL
"6281","Hyoid bone expansion ",NULL
"6282","Open reduction of closed hyoid fracture ",NULL
"6283","Manual reduction of open fracture of hyoid bone ",NULL
"6284","Manual reduction of closed fracture of hyoid bone ",NULL
"6285","Excision of thyroglossal cyst with resection of hyoid bone ",NULL
"6286","Hypertransfusion ",NULL
"6287","Base deficit measurement ",NULL
"6288","Hypervolemia management ",NULL
"6289","Facial-hypoglossal nerve anastomosis ",NULL
"6290","Referral to hypnotherapist ",NULL
"6291","Manual hyperinflation ",NULL
"6292","Assessment of hyperalgesia ",NULL
"6293","Repair of uterus ",NULL
"6294","Suture of uterus ",NULL
"6295","Incision of uterus ",NULL
"6296","Salpingohysterostomy ",NULL
"6297","Indirect Coombs test ",NULL
"6298","Intra-aortic balloon catheter operation ",NULL
"6299","Intestinal alkaline phosphatase measurement ",NULL
"6300","Instrumental activities of daily living management ",NULL
"6301","Instrumental activities of daily living education ",NULL
"6302","Instrumental activities of daily living assessment ",NULL
"6303","Total iron binding capacity measurement ",NULL
"6304","Ibandronic acid therapy ",NULL
"6305","Ibuprofen measurement ",NULL
"6306","Ibuprofen RAST test ",NULL
"6307","Injection of indium 111 and ibritumomab tiuxetan ",NULL
"6308","Intraoperative blood salvage ",NULL
"6309","ICCE ",NULL
"6310","Immunochemiluminometric assay ",NULL
"6311","Intracavitary brachytherapy ",NULL
"6312","Intracapsular cataract extraction ",NULL
"6313","Intracapsular cataract extraction and insertion of intraocular lens ",NULL
"6314","Luteinizing hormone measurement ",NULL
"6315","Plasma emission spectroscopy inductively coupled measurement ",NULL
"6316","Pharyngeal icing ",NULL
"6317","Insertion of pleural tube drain ",NULL
"6318","Analysis of electronic device used in cardiovascular system ",NULL
"6319","Implantation of internal cardiac defibrillator ",NULL
"6320","Revision of automatic implantable cardioverter/defibrillator ",NULL
"6321","Replacement of lead of automatic cardioverter/defibrillator ",NULL
"6322","Implantation of automatic cardioverter/defibrillator, total system (AICD) ",NULL
"6323","Replacement of automatic cardioverter/defibrillator, total system ",NULL
"6324","Replacement of pulse generator of automatic cardioverter/defibrillator ",NULL
"6325","Ice therapy ",NULL
"6326","Application of ice ",NULL
"6327","Ice therapy in elevation ",NULL
"6328","Ice pack test ",NULL
"6329","Chiropractic application of ice ",NULL
"6330","Application of ice collar, cap or bag ",NULL
"6331","Chemically-activated ice pack treatment ",NULL
"6332","Sensory stimulation using ice stroking ",NULL
"6333","Indocyanine green angiography ",NULL
"6334","Indocyanine green angiography of eye ",NULL
"6335","Indocyanine green angiography of flap ",NULL
"6336","Immune checkpoint inhibitor therapy ",NULL
"6337","Assessment using ICIQ-UI-SF (International Consultation on Incontinence Questionnaire-Urinary Incontinence-Short Form) ",NULL
"6338","Skin ICS antibody measurement ",NULL
"6339","Assessment using ICS (Intelligibility in Context Scale) ",NULL
"6340","ICT malaria screening test ",NULL
"6341","Measurement of Leptospira interrogans serovar Icterohaemorrhagiae antibody ",NULL
"6342","Examination of specimen for icterus ",NULL
"6343","Patient transfer to intensive care unit ",NULL
"6344","Unexpected admission to intensive care unit ",NULL
"6345","Assessment using physical function intensive care unit test ",NULL
"6346","Incision and drainage of abscess ",NULL
"6347","Local anesthetic inferior alveolar nerve block ",NULL
"6348","Indirect laryngoscopy ",NULL
"6349","L-iditol dehydrogenase measurement ",NULL
"6350","Patient identification ",NULL
"6351","Identifying problems ",NULL
"6352","IDL cholesterol measurement ",NULL
"6353","Incision and drainage of wound ",NULL
"6354","Incision and drainage of lower extremity ",NULL
"6355","Iron deficiency screening ",NULL
"6356","Tc99m-IDA derivative study ",NULL
"6357","Raspberry RAST ",NULL
"6358","Insect identification procedure ",NULL
"6359","Virus identification ",NULL
"6360","Microbial identification kit, API staph-ident method ",NULL
"6361","Risk identification ",NULL
"6362","Crystal identification ",NULL
"6363","Triglyceride and ester in IDL measurement ",NULL
"6364","Excision of intra-abdominal testis ",NULL
"6365","alpha-L-iduronidase measurement ",NULL
"6366","Iduronate-2-sulfatase measurement ",NULL
"6367","alpha-L-Iduronidase measurement, leukocytes ",NULL
"6368","alpha-L-Iduronidase measurement, fibroblasts ",NULL
"6369","Immunoelectrophoresis ",NULL
"6370","Immunofixation ",NULL
"6371","Fluorescent immunoassay ",NULL
"6372","Cysticercosis indirect fluorescence antibody test ",NULL
"6373","Immunofixation electrophoresis ",NULL
"6374","Open reduction of fracture of femur with internal fixation ",NULL
"6375","Open reduction of fracture of tibia with internal fixation ",NULL
"6376","Open reduction of fracture of radius with internal fixation ",NULL
"6377","Open reduction of fracture of ulna with internal fixation ",NULL
"6378","Open reduction of fracture of humerus with internal fixation ",NULL
"6379","Interferon assay ",NULL
"6380","Immunoglobulin G measurement ",NULL
"6381","Screening for tuberculosis using gamma interferon assay ",NULL
"6382","IgG anti-IgA assay ",NULL
"6383","Immunoglobulin M/immunoglobulin G ratio measurement ",NULL
"6384","Anti-IgA assay ",NULL
"6385","Salivary IgA measurement ",NULL
"6386","Rubella IgM measurement ",NULL
"6387","Measurement of IgG and IgM prothrombin antibody ",NULL
"6388","IgA food RAST ",NULL
"6389","Measles IgM level ",NULL
"6390","Skin biopsy IgA level ",NULL
"6391","IgA rheumatoid factor level ",NULL
"6392","Immunoglobulin A measurement ",NULL
"6393","Chlamydia pneumoniae IgA level ",NULL
"6394","IgA anticardiolipin level ",NULL
"6395","Chlamydia trachomatis IgA level ",NULL
"6396","Insulin IgE antibody level ",NULL
"6397","Insect RAST ",NULL
"6398","Venom RAST ",NULL
"6399","Lenscale RAST ",NULL
"6400","Penicillin G RAST ",NULL
"6401","Plasma IGF 1 measurement ",NULL
"6402","Plasma IGF 2 measurement ",NULL
"6403","Tetanus IgG level ",NULL
"6404","Rubella IgG measurement ",NULL
"6405","Syphilis IgG level ",NULL
"6406","Measles IgG level ",NULL
"6407","Mumps IgG level ",NULL
"6408","Pneumococcal IgG level ",NULL
"6409","IgG food RAST ",NULL
"6410","IgG venom RAST ",NULL
"6411","Mumps IgM level ",NULL
"6412","Meningococcal IgM level ",NULL
"6413","Mycoplasma IgM measurement ",NULL
"6414","Measurement of Toxoplasma species IgM antibody ",NULL
"6415","Legionella IgM level ",NULL
"6416","Skin biopsy IgM level ",NULL
"6417","Brucella IgM level ",NULL
"6418","Enterovirus IgM level ",NULL
"6419","Repair of inguinal hernia ",NULL
"6420","Bilateral inguinal hernia repair ",NULL
"6421","Bilateral repair of inguinal hernia, direct ",NULL
"6422","Bilateral repair of inguinal hernia, indirect ",NULL
"6423","Bilateral repair of inguinal hernia, direct and indirect ",NULL
"6424","Laparoscopic bilateral repair of inguinal hernia with prosthesis or graft ",NULL
"6425","Bilateral repair of inguinal hernia with prosthesis or graft, direct ",NULL
"6426","Bilateral repair of inguinal hernia with prosthesis or graft, indirect ",NULL
"6427","Bilateral repair of inguinal hernia with prosthesis or graft, direct and indirect ",NULL
"6428","Prothrombin gene  screen ",NULL
"6429","Radon 222 brachytherapy ",NULL
"6430","Measurement of Borrelia burgdorferi 29 kD antibody ",NULL
"6431","Measurement of Borrelia burgdorferi 23 kD antibody ",NULL
"6432","Measurement of Borrelia burgdorferi 28 kD antibody ",NULL
"6433","Measurement of Borrelia burgdorferi 25 kD antibody ",NULL
"6434","Assessment using occupational self assessment version 2.2 ",NULL
"6435","Laboratory test with detection limit of <20mg/L ",NULL
"6436","Mercury measurement, 24H urine ",NULL
"6437","Assessment using child occupational self assessment version 2.1 ",NULL
"6438","Indirect tissue immunofluorescence procedure ",NULL
"6439","Fibrin split products, protamine sulfate assay ",NULL
"6440","Measurement of Borrelia burgdorferi 39 kD antibody ",NULL
"6441","Measurement of Borrelia burgdorferi 30 kD antibody ",NULL
"6442","Ponceau 3R stain method ",NULL
"6443","Factor V Cambridge mutation test ",NULL
"6444","Three dimensional treatment planning for external beam radiation therapy ",NULL
"6445","Assessment using Developmental, Dimensional and Diagnostic Interview ",NULL
"6446","Assessment using Modified Mini-Mental State Examination ",NULL
"6447","300 minute plasma glucose measurement ",NULL
"6448","Child 3.5 year examination ",NULL
"6449","Iint blood group antibody identification ",NULL
"6450","Ileopexy ",NULL
"6451","Ileotomy ",NULL
"6452","Ileectomy ",NULL
"6453","Ileocolotomy ",NULL
"6454","Ileoileostomy ",NULL
"6455","Ileorectostomy ",NULL
"6456","Ileoentectropy ",NULL
"6457","Suture of ileum ",NULL
"6458","Ileocystoplasty ",NULL
"6459","Ileoduodenotomy ",NULL
"6460","Ilioinguinofemoral lymphadenectomy ",NULL
"6461","Ilioiliac shunt ",NULL
"6462","Ilioanterior tibial bypass graft ",NULL
"6463","External fixation using circumferential rings ",NULL
"6464","Ilio-popliteal artery bypass ",NULL
"6465","Ilioiliac bypass graft with vein ",NULL
"6466","Iliofemoral shunt ",NULL
"6467","Procedure on ilium ",NULL
"6468","Ilio-iliac artery bypass with prosthesis ",NULL
"6469","Pecan nut RAST ",NULL
"6470","Chronic disease process education ",NULL
"6471","Recommendation to caregiver regarding child's minor illnesses ",NULL
"6472","Assessment using Illinois Test of Psycholinguistic Abilities Third Edition ",NULL
"6473","Medical examination for retirement on medical grounds ",NULL
"6474","Referral to psychogeriatric service ",NULL
"6475","Intramuscular sedation ",NULL
"6476","Intramuscular injection ",NULL
"6477","Intramuscular induction of general anesthesia ",NULL
"6478","Imaging ",NULL
"6479","Imbrication ",NULL
"6480","Immunophenotyping ",NULL
"6481","Active immunization ",NULL
"6482","Immunological therapy ",NULL
"6483","Inferior meatal antrostomy ",NULL
"6484","Radioisotope scan of bone ",NULL
"6485","Image analysis ",NULL
"6486","Imaging of neck ",NULL
"6487","Imaging of head ",NULL
"6488","Imaging of heart ",NULL
"6489","Imaging of lung ",NULL
"6490","Imaging of spine ",NULL
"6491","Imbrication of joint ",NULL
"6492","Imbrication of sclera ",NULL
"6493","Imbrication of diaphragm ",NULL
"6494","Administration of imdevimab ",NULL
"6495","Administration of casirivimab and imdevimab ",NULL
"6496","Release of intermaxillary fixation ",NULL
"6497","Intermaxillary fixation of mandible and maxilla ",NULL
"6498","Imipenem measurement ",NULL
"6499","Imipramine measurement ",NULL
"6500","Urine imipramine measurement ",NULL
"6501","Immunosuppressive therapy ",NULL
"6502","Immunodiffusion measurement ",NULL
"6503","Immunocytochemical procedure ",NULL
"6504","Radioreceptor assay ",NULL
"6505","Improvization technique ",NULL
"6506","Insertion of prosthesis for breast ",NULL
"6507","Impotence education ",NULL
"6508","Take oral or dental impression ",NULL
"6509","Cytopathology procedure, imprint preparation ",NULL
"6510","Implantation of cochlear prosthetic device ",NULL
"6511","Implantation procedure ",NULL
"6512","Insertion of bilateral breast prostheses ",NULL
"6513","Physical examination ",NULL
"6514","Intensity modulated radiation therapy ",NULL
"6515","Inspiration mandatory ventilation therapy, initiation and management ",NULL
"6516","Synchronized intermittent mandatory ventilation ",NULL
"6517","Pressure controlled SIMV ",NULL
"6518","Incision ",NULL
"6519","Infusion ",NULL
"6520","Inservice ",NULL
"6521","Inflation ",NULL
"6522","Injection ",NULL
"6523","Intubation ",NULL
"6524","Incudopexy ",NULL
"6525","Inspection ",NULL
"6526","Maxillary sinusotomy by intranasal approach ",NULL
"6527","C>1<q esterase inhibitor assay ",NULL
"6528","Inadvertent esophageal intubation ",NULL
"6529","Administration of inactivated poliomyelitis vaccine ",NULL
"6530","Unintended endobronchial intubation ",NULL
"6531","Assessment for inadequate housing ",NULL
"6532","Management of inappropriate sexual behavior ",NULL
"6533","Chemical inactivation of non-adherent skin contaminant ",NULL
"6534","Incudectomy ",NULL
"6535","Incudostapediopexy ",NULL
"6536","Incudostapediopexy with incus replacement ",NULL
"6537","Osmotic fragility, incubated ",NULL
"6538","Incudectomy with stapedectomy ",NULL
"6539","Increase temperature of infant incubator ",NULL
"6540","Tympanoplasty type II with graft against incus or malleus ",NULL
"6541","Indicans measurement ",NULL
"6542","Indolamine measurement ",NULL
"6543","Promotion of individuality ",NULL
"6544","Indole measurement ",NULL
"6545","Indican measurement, urine ",NULL
"6546","Indium measurement ",NULL
"6547","Indirect encounter ",NULL
"6548","Indomethacin measurement ",NULL
"6549","Functional independence training ",NULL
"6550","Spot indole test ",NULL
"6551","Inert gas dilution ",NULL
"6552","Insertion of inert substance into skin ",NULL
"6553","Injection of inert substance into skin ",NULL
"6554","Displacement of vocal cord by inert substance ",NULL
"6555","Implant of inert material into nose ",NULL
"6556","Implantation of inert material into urethra ",NULL
"6557","Injection of eustachian tube with inert material ",NULL
"6558","Injection of inert substance into subcutaneous tissue ",NULL
"6559","Introduction of inert substance into subcutaneous tissue ",NULL
"6560","Assessment of risk of ineffective tissue perfusion ",NULL
"6561","Infiltration ",NULL
"6562","Right ventricular outflow tract muscle resection ",NULL
"6563","Arterial bypass of lower limb artery ",NULL
"6564","Uncinectomy ",NULL
"6565","Infliximab therapy ",NULL
"6566","Laser inferometry potential acuity testing ",NULL
"6567","Local anesthetic dental infiltration ",NULL
"6568","Inguinofemoral lymphadenectomy ",NULL
"6569","Incision of ingrown nail ",NULL
"6570","Incision of inguinal region ",NULL
"6571","Measuring intake and output ",NULL
"6572","Refashioning of ingrowing toenail ",NULL
"6573","Inguinal hernioplasty ",NULL
"6574","Wedge resection of ingrowing toenail ",NULL
"6575","Superficial inguinofemoral lymphadenectomy in continuity with pelvic lymphadenectomy ",NULL
"6576","Inguinal herniorrhaphy ",NULL
"6577","Inguinal region excision ",NULL
"6578","Isonicotinic acid hydrazide measurement ",NULL
"6579","Inhibin measurement ",NULL
"6580","Serum inhibin measurement ",NULL
"6581","Plasma inhibin measurement ",NULL
"6582","Inhibition test ",NULL
"6583","Inhalational sedation ",NULL
"6584","Inhalational induction ",NULL
"6585","Organism inhibition test ",NULL
"6586","Inhalational analgesia ",NULL
"6587","Patient-initiated encounter ",NULL
"6588","Initiation of traffic control ",NULL
"6589","Provider-initiated encounter ",NULL
"6590","Laboratory test order by laboratory initiative ",NULL
"6591","Initiation of therapeutic relationship ",NULL
"6592","Initiation of patient controlled analgesia ",NULL
"6593","Collaborating in initiating patient controlled analgesia initiation ",NULL
"6594","Recommendation to start medication monitoring ",NULL
"6595","Initiation of nurse controlled analgesia ",NULL
"6596","Recommendation to start prescription medication ",NULL
"6597","Injury assessment ",NULL
"6598","Preventing injury ",NULL
"6599","Operation on bone injury ",NULL
"6600","Assessment of chemical injury ",NULL
"6601","Repair of orbit wound ",NULL
"6602","Assessment of radiation injury ",NULL
"6603","Repair of injury of eyeball ",NULL
"6604","Assessment of laser injury ",NULL
"6605","Assessment of transfer injury ",NULL
"6606","Repair of testicular injury ",NULL
"6607","India ink stain method ",NULL
"6608","Restoration, inlay ",NULL
"6609","Preparation of tooth for inlay ",NULL
"6610","CT of thoracic inlet ",NULL
"6611","Thoracic inlet X-ray ",NULL
"6612","Angioplasty of subclavian artery ",NULL
"6613","MRI of thoracic inlet ",NULL
"6614","Manual inline stabilization of cervical spine ",NULL
"6615","Cardiac output measurement by thermal inline method ",NULL
"6616","Subclavian arteriogram ",NULL
"6617","Restoration, inlay, metallic ",NULL
"6618","Pelvic osteotomy ",NULL
"6619","Procedure on innominate bone ",NULL
"6620","Resection of innominate bone ",NULL
"6621","Operation on the inner ear ",NULL
"6622","Procedure on inner ear ",NULL
"6623","Excision of inner ear ",NULL
"6624","Biopsy of inner ear ",NULL
"6625","Inner ear closure ",NULL
"6626","Incision of inner ear ",NULL
"6627","Drainage of inner ear ",NULL
"6628","Inoculating against infection ",NULL
"6629","Inosine measurement ",NULL
"6630","Free inositol measurement ",NULL
"6631","Vaccination for arthropod-borne virus ",NULL
"6632","Nasal polypectomy ",NULL
"6633","Intermittent negative pressure ventilation ",NULL
"6634","Fluid input management ",NULL
"6635","Inpatient care management ",NULL
"6636","Management of inpatient discharge ",NULL
"6637","Evaluation and management of inpatient ",NULL
"6638","Medical consultation on inpatient ",NULL
"6639","Surgery inpatient care management ",NULL
"6640","Pediatric inpatient care management ",NULL
"6641","Medical consultation on hospital inpatient ",NULL
"6642","International normalized ratio monitoring education ",NULL
"6643","Calculation of international normalized ratio ",NULL
"6644","Instillation ",NULL
"6645","Insufflation ",NULL
"6646","Inspecting cervical cap ",NULL
"6647","Instant barium enema ",NULL
"6648","Assessment of knowledge of instructional material ",NULL
"6649","Spinal instrumentation ",NULL
"6650","Instrumental delivery ",NULL
"6651","Examination of vagina ",NULL
"6652","Radionuclide therapy ",NULL
"6653","Internal support ",NULL
"6654","Internal fixation of femur ",NULL
"6655","Internal fixation of tibia ",NULL
"6656","Internal fixation of fibula ",NULL
"6657","Internal fixation of patella ",NULL
"6658","Internal fixation of scapula ",NULL
"6659","Inulin measurement ",NULL
"6660","Inulin renal clearance measurement ",NULL
"6661","Involuntary admission ",NULL
"6662","Immunoglobulin typing, Inv ",NULL
"6663","Obstetric investigation ",NULL
"6664","Cardiovascular investigation ",NULL
"6665","Neurological investigation ",NULL
"6666","Investigations for impotence ",NULL
"6667","Special investigations on ear ",NULL
"6668","Inversion appendectomy ",NULL
"6669","Iodination ",NULL
"6670","Use of iodized salt ",NULL
"6671","Ionization operation ",NULL
"6672","Iothalamate renal clearance measurement ",NULL
"6673","Iodohippuran renal clearance measurement ",NULL
"6674","Iontophoresis administration of treatment ",NULL
"6675","Radionuclide imaging of adrenal gland using iodocholesterol ",NULL
"6676","Beta lactamase, iodometric susceptibility test ",NULL
"6677","Radionuclide imaging of brain using ioflupane (123-I) ",NULL
"6678","Radionuclide imaging using ioflupane ",NULL
"6679","Radionuclide imaging using iobenguane ",NULL
"6680","Radionuclide imaging using iobenguane (131-I) ",NULL
"6681","Radionuclide imaging using iobenguane (123-I) ",NULL
"6682","Radionuclide imaging of heart using iobenguane (123-I) ",NULL
"6683","Radionuclide imaging of parathyroid using iobenguane (123-I) ",NULL
"6684","Radionuclide imaging of whole body using iobenguane (131-I) ",NULL
"6685","Radionuclide imaging of whole body using Iobenguane (123-I) ",NULL
"6686","Radionuclide imaging of adrenal gland using iobenguane (123-I) ",NULL
"6687","Radionuclide imaging of whole body using iobenguane (131-I) for localization of neoplasm ",NULL
"6688","Single photon emission computed tomography using iodine 123 meta-iodobenzylguanidine ",NULL
"6689","Iodine measurement ",NULL
"6690","Tri-iodothyronine measurement, total ",NULL
"6691","T3 reverse measurement ",NULL
"6692","Iodine 131 meta-iodobenzylguanidine therapy ",NULL
"6693","Iodine, urine free measurement ",NULL
"6694","Induction of labor ",NULL
"6695","Exchange of intraocular lens ",NULL
"6696","Revision of intraocular lens ",NULL
"6697","Cataract extraction and insertion of intraocular lens ",NULL
"6698","Removal of implant of lens ",NULL
"6699","Implantation of prosthetic intraocular lens ",NULL
"6700","Implantation of posterior chamber intraocular lens ",NULL
"6701","Refractive lensectomy with intraocular lens implantation ",NULL
"6702","Insertion of glass-ionomer restoration into tooth ",NULL
"6703","Measurement of serum ionized calcium ",NULL
"6704","Hydrogen ion activity measurement ",NULL
"6705","Ion laser photocoagulation ",NULL
"6706","Hydrogen ion concentration measurement ",NULL
"6707","Ion selective electrode measurement ",NULL
"6708","Ischemic preconditioning ",NULL
"6709","Intermittent peritoneal dialysis ",NULL
"6710","Patient triggered inspiratory assistance ",NULL
"6711","Night-time intermittent peritoneal dialysis ",NULL
"6712","Percutaneous intraperitoneal fetal blood transfusion ",NULL
"6713","Ipecac emesis administration and observation ",NULL
"6714","Ipratropium reversibility ",NULL
"6715","Arthroplasty of interphalangeal joint of finger ",NULL
"6716","Sweet potato RAST ",NULL
"6717","Arthrodesis of interphalangeal joint of finger ",NULL
"6718","Intraperitoneal insemination ",NULL
"6719","Arthroplasty of the interphalangeal joint of the thumb ",NULL
"6720","Arthrodesis of interphalangeal joint of toe ",NULL
"6721","Prosthetic arthroplasty of interphalangeal joint of finger ",NULL
"6722","Assessment using Integrated Palliative care Outcome Scale Patient Version (3 day recall period) ",NULL
"6723","Assessment using Integrated Palliative care Outcome Scale Patient Version (1 week recall period) ",NULL
"6724","Assessment using Integrated Palliative care Outcome Scale Staff Version (3 day recall period) ",NULL
"6725","Assessment using Integrated Palliative care Outcome Scale Staff Version (1 week recall period) ",NULL
"6726","Assessment using Integrated Palliative care Outcome Scale 5 Patient Version (3 day recall period) ",NULL
"6727","Assessment using Integrated Palliative care Outcome Scale 5 Patient Version (1 week recall period) ",NULL
"6728","Assessment using Integrated Palliative care Outcome Scale 5 Staff Version (3 day recall period) ",NULL
"6729","Assessment using Integrated Palliative care Outcome Scale 5 Staff Version (1 week recall period) ",NULL
"6730","Ipsilateral neck dissection ",NULL
"6731","Radical nephrectomy AND ipsilateral adrenalectomy ",NULL
"6732","Amputation of entire left lower limb and ipsilateral hemipelvis ",NULL
"6733","Amputation of entire right lower limb and ipsilateral hemipelvis ",NULL
"6734","Assessment using Short Form of the Informant Questionnaire on Cognitive Decline in the Elderly ",NULL
"6735","Intelligence quotient assessment ",NULL
"6736","Iridesis ",NULL
"6737","Iridotomy ",NULL
"6738","Irrigation ",NULL
"6739","Iridoplasty ",NULL
"6740","Iridocystectomy ",NULL
"6741","Iridosclerotomy ",NULL
"6742","Iridocyclectomy ",NULL
"6743","Iridosclerectomy ",NULL
"6744","Hemoglobin D Iran level ",NULL
"6745","CT guided percutaneous irreversible electroporation of neoplasm of pancreas ",NULL
